distrito_nombre,agrupacion_nombre,lista_numero,votos_cantidad,eleccion
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",HACEMOS POR NUESTRO PAIS,,9714,Generales
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION POR LA PATRIA,3005.0,40548,Generales
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",LA LIBERTAD AVANZA,3016.0,35891,Generales
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,4091,Generales
Tucumán,JUNTOS POR EL CAMBIO,3008.0,153130,Generales
Tucumán,HACEMOS POR NUESTRO PAIS,,42086,Generales
Tucumán,UNION POR LA PATRIA,3005.0,471145,Generales
Tucumán,LA LIBERTAD AVANZA,3016.0,365992,Generales
Tucumán,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,,15152,Generales
Buenos Aires,LA LIBERTAD AVANZA,3016.0,4776711,Ballotage
Buenos Aires,UNION POR LA PATRIA,3005.0,4919211,Ballotage
Catamarca,LA LIBERTAD AVANZA,3016.0,123588,Ballotage
Catamarca,UNION POR LA PATRIA,3005.0,110721,Ballotage
Chaco,LA LIBERTAD AVANZA,3016.0,353024,Ballotage
Chaco,UNION POR LA PATRIA,3005.0,352036,Ballotage
Chubut,LA LIBERTAD AVANZA,3016.0,195543,Ballotage
Chubut,UNION POR LA PATRIA,3005.0,135267,Ballotage
Ciudad Autónoma de Buenos Aires,LA LIBERTAD AVANZA,3016.0,1034157,Ballotage
Ciudad Autónoma de Buenos Aires,UNION POR LA PATRIA,3005.0,772440,Ballotage
Corrientes,LA LIBERTAD AVANZA,3016.0,366191,Ballotage
Corrientes,UNION POR LA PATRIA,3005.0,322157,Ballotage
Córdoba,LA LIBERTAD AVANZA,3016.0,1637147,Ballotage
Córdoba,UNION POR LA PATRIA,3005.0,573695,Ballotage
Entre Ríos,LA LIBERTAD AVANZA,3016.0,525046,Ballotage
Entre Ríos,UNION POR LA PATRIA,3005.0,328920,Ballotage
Formosa,LA LIBERTAD AVANZA,3016.0,152131,Ballotage
Formosa,UNION POR LA PATRIA,3005.0,197598,Ballotage
Jujuy,LA LIBERTAD AVANZA,3016.0,253180,Ballotage
Jujuy,UNION POR LA PATRIA,3005.0,180831,Ballotage
La Pampa,LA LIBERTAD AVANZA,3016.0,126302,Ballotage
La Pampa,UNION POR LA PATRIA,3005.0,93923,Ballotage
La Rioja,LA LIBERTAD AVANZA,3016.0,125247,Ballotage
La Rioja,UNION POR LA PATRIA,3005.0,107880,Ballotage
Mendoza,LA LIBERTAD AVANZA,3016.0,780364,Ballotage
Mendoza,UNION POR LA PATRIA,3005.0,316450,Ballotage
Misiones,LA LIBERTAD AVANZA,3016.0,403126,Ballotage
Misiones,UNION POR LA PATRIA,3005.0,306647,Ballotage
Neuquén,LA LIBERTAD AVANZA,3016.0,253472,Ballotage
Neuquén,UNION POR LA PATRIA,3005.0,166022,Ballotage
Río Negro,LA LIBERTAD AVANZA,3016.0,235662,Ballotage
Río Negro,UNION POR LA PATRIA,3005.0,198814,Ballotage
Salta,LA LIBERTAD AVANZA,3016.0,456509,Ballotage
Salta,UNION POR LA PATRIA,3005.0,332510,Ballotage
San Juan,LA LIBERTAD AVANZA,3016.0,274429,Ballotage
San Juan,UNION POR LA PATRIA,3005.0,177818,Ballotage
San Luis,LA LIBERTAD AVANZA,3016.0,213778,Ballotage
San Luis,UNION POR LA PATRIA,3005.0,100638,Ballotage
Santa Cruz,LA LIBERTAD AVANZA,3016.0,104179,Ballotage
Santa Cruz,UNION POR LA PATRIA,3005.0,75244,Ballotage
Santa Fe,LA LIBERTAD AVANZA,3016.0,1278243,Ballotage
Santa Fe,UNION POR LA PATRIA,3005.0,756388,Ballotage
Santiago del Estero,LA LIBERTAD AVANZA,3016.0,198592,Ballotage
Santiago del Estero,UNION POR LA PATRIA,3005.0,430248,Ballotage
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",LA LIBERTAD AVANZA,3016.0,54832,Ballotage
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION POR LA PATRIA,3005.0,48046,Ballotage
Tucumán,LA LIBERTAD AVANZA,3016.0,555009,Ballotage
Tucumán,UNION POR LA PATRIA,3005.0,512638,Ballotage
